Sentence	URL	S3 Key
소개	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12756_소개.mp4	AI_Videos/12756_소개.mp4
현재	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12767_현재.mp4	AI_Videos/12767_현재.mp4
대우	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12779_대우.mp4	AI_Videos/12779_대우.mp4
접대	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12779_접대.mp4	AI_Videos/12779_접대.mp4
이름	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12791_이름.mp4	AI_Videos/12791_이름.mp4
명	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12792_명.mp4	AI_Videos/12792_명.mp4
절대	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12797_절대.mp4	AI_Videos/12797_절대.mp4
이	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12822_이.mp4	AI_Videos/12822_이.mp4
인정	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12856_인정.mp4	AI_Videos/12856_인정.mp4
변경	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12889_변경.mp4	AI_Videos/12889_변경.mp4
변동	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12890_변동.mp4	AI_Videos/12890_변동.mp4
면제	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12895_면제.mp4	AI_Videos/12895_면제.mp4
쓰다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12915_쓰다.mp4	AI_Videos/12915_쓰다.mp4
한도	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12923_한도.mp4	AI_Videos/12923_한도.mp4
전화	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12950_전화.mp4	AI_Videos/12950_전화.mp4
다음	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/12962_다음.mp4	AI_Videos/12962_다음.mp4
구매	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13000_구매.mp4	AI_Videos/13000_구매.mp4
매수	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13003_매수.mp4	AI_Videos/13003_매수.mp4
상세하다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13011_상세하다.mp4	AI_Videos/13011_상세하다.mp4
빌리다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13021_빌리다.mp4	AI_Videos/13021_빌리다.mp4
미리	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13042_미리.mp4	AI_Videos/13042_미리.mp4
문화	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13057_문화.mp4	AI_Videos/13057_문화.mp4
조건	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13087_조건.mp4	AI_Videos/13087_조건.mp4
현재	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13102_현재.mp4	AI_Videos/13102_현재.mp4
보내다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13150_보내다.mp4	AI_Videos/13150_보내다.mp4
전체	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13212_전체.mp4	AI_Videos/13212_전체.mp4
모든	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13214_모든.mp4	AI_Videos/13214_모든.mp4
미국	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13270_미국.mp4	AI_Videos/13270_미국.mp4
이전	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13291_이전.mp4	AI_Videos/13291_이전.mp4
전	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13334_전.mp4	AI_Videos/13334_전.mp4
이전	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13336_이전.mp4	AI_Videos/13336_이전.mp4
사정	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13337_사정.mp4	AI_Videos/13337_사정.mp4
확장	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13360_확장.mp4	AI_Videos/13360_확장.mp4
전자	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13380_전자.mp4	AI_Videos/13380_전자.mp4
자유	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13406_자유.mp4	AI_Videos/13406_자유.mp4
낮다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13425_낮다.mp4	AI_Videos/13425_낮다.mp4
목적	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13438_목적.mp4	AI_Videos/13438_목적.mp4
자주	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13456_자주.mp4	AI_Videos/13456_자주.mp4
조절	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13475_조절.mp4	AI_Videos/13475_조절.mp4
선택	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13499_선택.mp4	AI_Videos/13499_선택.mp4
본인	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13508_본인.mp4	AI_Videos/13508_본인.mp4
국민	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13519_국민.mp4	AI_Videos/13519_국민.mp4
결정	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13523_결정.mp4	AI_Videos/13523_결정.mp4
정하다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13524_정하다.mp4	AI_Videos/13524_정하다.mp4
수	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13547_수.mp4	AI_Videos/13547_수.mp4
이하	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13561_이하.mp4	AI_Videos/13561_이하.mp4
결과	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13582_결과.mp4	AI_Videos/13582_결과.mp4
구분	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13617_구분.mp4	AI_Videos/13617_구분.mp4
대응	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13643_대응.mp4	AI_Videos/13643_대응.mp4
전환	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13682_전환.mp4	AI_Videos/13682_전환.mp4
종이	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13848_종이.mp4	AI_Videos/13848_종이.mp4
거래	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13851_거래.mp4	AI_Videos/13851_거래.mp4
급여소득	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/1385_급여소득.mp4	AI_Videos/1385_급여소득.mp4
첼로	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13874_첼로.mp4	AI_Videos/13874_첼로.mp4
계약	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13913_계약.mp4	AI_Videos/13913_계약.mp4
맺다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13914_맺다.mp4	AI_Videos/13914_맺다.mp4
예약	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13916_예약.mp4	AI_Videos/13916_예약.mp4
정확	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13961_정확.mp4	AI_Videos/13961_정확.mp4
확실하다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/13968_확실하다.mp4	AI_Videos/13968_확실하다.mp4
그러면	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14024_그러면.mp4	AI_Videos/14024_그러면.mp4
신	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14038_신.mp4	AI_Videos/14038_신.mp4
가능	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14042_가능.mp4	AI_Videos/14042_가능.mp4
할수있다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14043_할수있다.mp4	AI_Videos/14043_할수있다.mp4
설명	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14142_설명.mp4	AI_Videos/14142_설명.mp4
조심	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14151_조심.mp4	AI_Videos/14151_조심.mp4
주의	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14152_주의.mp4	AI_Videos/14152_주의.mp4
내용	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14176_내용.mp4	AI_Videos/14176_내용.mp4
내역	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14178_내역.mp4	AI_Videos/14178_내역.mp4
사항	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14179_사항.mp4	AI_Videos/14179_사항.mp4
보조	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14187_보조.mp4	AI_Videos/14187_보조.mp4
안내	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14197_안내.mp4	AI_Videos/14197_안내.mp4
이끌다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14201_이끌다.mp4	AI_Videos/14201_이끌다.mp4
제출	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14220_제출.mp4	AI_Videos/14220_제출.mp4
-았-었	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14244_-았-었.mp4	AI_Videos/14244_-았-었.mp4
말다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14263_말다.mp4	AI_Videos/14263_말다.mp4
은메달	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14306_은메달.mp4	AI_Videos/14306_은메달.mp4
때	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14320_때.mp4	AI_Videos/14320_때.mp4
경우	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14321_경우.mp4	AI_Videos/14321_경우.mp4
시기	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14322_시기.mp4	AI_Videos/14322_시기.mp4
사회	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14351_사회.mp4	AI_Videos/14351_사회.mp4
자신	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14354_자신.mp4	AI_Videos/14354_자신.mp4
충분하다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14360_충분하다.mp4	AI_Videos/14360_충분하다.mp4
이후	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14374_이후.mp4	AI_Videos/14374_이후.mp4
후	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14375_후.mp4	AI_Videos/14375_후.mp4
수어	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14376_수어.mp4	AI_Videos/14376_수어.mp4
구역	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14380_구역.mp4	AI_Videos/14380_구역.mp4
지역	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14381_지역.mp4	AI_Videos/14381_지역.mp4
주고받다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14389_주고받다.mp4	AI_Videos/14389_주고받다.mp4
중지	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14409_중지.mp4	AI_Videos/14409_중지.mp4
수단	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14464_수단.mp4	AI_Videos/14464_수단.mp4
가입	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14472_가입.mp4	AI_Videos/14472_가입.mp4
등록	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14473_등록.mp4	AI_Videos/14473_등록.mp4
우리	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14502_우리.mp4	AI_Videos/14502_우리.mp4
정도	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14507_정도.mp4	AI_Videos/14507_정도.mp4
지출	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14530_지출.mp4	AI_Videos/14530_지출.mp4
증명	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14548_증명.mp4	AI_Videos/14548_증명.mp4
중도	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14561_중도.mp4	AI_Videos/14561_중도.mp4
제시	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14572_제시.mp4	AI_Videos/14572_제시.mp4
서류	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14580_서류.mp4	AI_Videos/14580_서류.mp4
문서	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14581_문서.mp4	AI_Videos/14581_문서.mp4
문장	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14610_문장.mp4	AI_Videos/14610_문장.mp4
날	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14618_날.mp4	AI_Videos/14618_날.mp4
날짜	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14618_날짜.mp4	AI_Videos/14618_날짜.mp4
일자	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14619_일자.mp4	AI_Videos/14619_일자.mp4
잔액	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14629_잔액.mp4	AI_Videos/14629_잔액.mp4
일	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14679_일.mp4	AI_Videos/14679_일.mp4
기본	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14683_기본.mp4	AI_Videos/14683_기본.mp4
하다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14721_하다.mp4	AI_Videos/14721_하다.mp4
끝내다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14741_끝내다.mp4	AI_Videos/14741_끝내다.mp4
명령	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14801_명령.mp4	AI_Videos/14801_명령.mp4
상담	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14808_상담.mp4	AI_Videos/14808_상담.mp4
최고	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14814_최고.mp4	AI_Videos/14814_최고.mp4
가장	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14815_가장.mp4	AI_Videos/14815_가장.mp4
전쟁	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14830_전쟁.mp4	AI_Videos/14830_전쟁.mp4
전투	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14831_전투.mp4	AI_Videos/14831_전투.mp4
조사	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14898_조사.mp4	AI_Videos/14898_조사.mp4
사용	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14912_사용.mp4	AI_Videos/14912_사용.mp4
쓰다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14914_쓰다.mp4	AI_Videos/14914_쓰다.mp4
이용	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14915_이용.mp4	AI_Videos/14915_이용.mp4
고객	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/14920_고객.mp4	AI_Videos/14920_고객.mp4
취소권	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15042_취소권.mp4	AI_Videos/15042_취소권.mp4
정보	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15132_정보.mp4	AI_Videos/15132_정보.mp4
비교	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15133_비교.mp4	AI_Videos/15133_비교.mp4
합치다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15162_합치다.mp4	AI_Videos/15162_합치다.mp4
까지	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15213_까지.mp4	AI_Videos/15213_까지.mp4
종료	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15215_종료.mp4	AI_Videos/15215_종료.mp4
보장	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15224_보장.mp4	AI_Videos/15224_보장.mp4
전자	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15247_전자.mp4	AI_Videos/15247_전자.mp4
상황	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15261_상황.mp4	AI_Videos/15261_상황.mp4
회원	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15267_회원.mp4	AI_Videos/15267_회원.mp4
표시	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15273_표시.mp4	AI_Videos/15273_표시.mp4
기술	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15382_기술.mp4	AI_Videos/15382_기술.mp4
저축	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15391_저축.mp4	AI_Videos/15391_저축.mp4
예금	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15392_예금.mp4	AI_Videos/15392_예금.mp4
적금	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15393_적금.mp4	AI_Videos/15393_적금.mp4
다만	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15409_다만.mp4	AI_Videos/15409_다만.mp4
맞다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15559_맞다.mp4	AI_Videos/15559_맞다.mp4
그	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15567_그.mp4	AI_Videos/15567_그.mp4
납입	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15599_납입.mp4	AI_Videos/15599_납입.mp4
지급	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15600_지급.mp4	AI_Videos/15600_지급.mp4
사람	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15636_사람.mp4	AI_Videos/15636_사람.mp4
영향	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15645_영향.mp4	AI_Videos/15645_영향.mp4
있다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15651_있다.mp4	AI_Videos/15651_있다.mp4
위험	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15683_위험.mp4	AI_Videos/15683_위험.mp4
맞추다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15695_맞추다.mp4	AI_Videos/15695_맞추다.mp4
번호	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15744_번호.mp4	AI_Videos/15744_번호.mp4
올바르다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15799_올바르다.mp4	AI_Videos/15799_올바르다.mp4
금융	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15812_금융.mp4	AI_Videos/15812_금융.mp4
은행	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15813_은행.mp4	AI_Videos/15813_은행.mp4
기술자	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15819_기술자.mp4	AI_Videos/15819_기술자.mp4
희망	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15842_희망.mp4	AI_Videos/15842_희망.mp4
자금	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15852_자금.mp4	AI_Videos/15852_자금.mp4
종류	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15877_종류.mp4	AI_Videos/15877_종류.mp4
않다	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15905_않다.mp4	AI_Videos/15905_않다.mp4
높임법	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15913_높임법.mp4	AI_Videos/15913_높임법.mp4
로그인	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15939_로그인.mp4	AI_Videos/15939_로그인.mp4
두려움	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15940_두려움.mp4	AI_Videos/15940_두려움.mp4
인터넷	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15955_인터넷.mp4	AI_Videos/15955_인터넷.mp4
통신	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15963_통신.mp4	AI_Videos/15963_통신.mp4
사용자	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15970_사용자.mp4	AI_Videos/15970_사용자.mp4
소비자	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/15971_소비자.mp4	AI_Videos/15971_소비자.mp4
센터	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16007_센터.mp4	AI_Videos/16007_센터.mp4
들	https://sonnuri.s3.ap-northeast-2.amazonaws.com/AI_Videos/16027_들.mp4	AI_Videos/16027_들.mp4
